idx,status,contact,legal_code,name
1,폐업,251-1255,광주광역시 북구 두암동 927-1,엔젤동물병원
2,폐업,576-7093,광주광역시 북구 신용동 691번지,첨단동물병원
3,폐업,625712808,광주광역시 북구 본촌동 378-6번지,광주광역시동물보호소부속동물병원
4,폐업,529-7775,광주광역시 북구 양산동 273-7번지,운암동물병원
5,폐업,,,광주동물보호소 부속 동물병원
6,폐업,941-1529,대구광역시 북구 대현동 229-19번지,북부동물병원
7,폐업,959-1523,대구광역시 북구 산격동 495-42,복현동물병원
8,폐업,,대구광역시 북구 대현동 270-13  번지,세진동물병원
9,폐업,424-2455,대구광역시 북구 침산동 222-7번지,플러스동물병원
10,폐업,325-7965,대구광역시 북구 읍내동 443-3번지,강북동물병원약품
11,폐업,952-7975,대구광역시 북구 동변동 686-3번지,수동물병원
12,폐업,,대구광역시 북구 태전동 476-1번지,대성동물병원
13,폐업,,대구광역시 북구 노원동3가 772-2   번지,천일동물병원
14,폐업,357-2188,대구광역시 북구 고성동2가 117-6번지,서부동물병원
15,폐업,956-0858,대구광역시 북구 산격동 1291-20번지,다나동물병원
16,폐업,053-325-1121,대구광역시 북구 구암동 811-6번지,임프로바이오동물병원
17,폐업,053-325-1121,대구광역시 북구 구암동 811-6번지,임프로바이오동물병원
18,폐업,325-1121,대구광역시 북구 구암동 811-6번지,임프로바이오
19,폐업,,경상남도 창녕군 대합면 십이리 438-3번지,대합가축병원
20,폐업,,경상남도 창녕군 창녕읍 술정리 171-1번지,자연동물병원
21,폐업,055-533-3525,경상남도 창녕군 창녕읍 교리 992-10번지,박수의과병원
22,폐업,055-533-3671,경상남도 창녕군 대지면 구미리 203-3번지,명성동물병원
23,폐업,055-533-8220,경상남도 창녕군 창녕읍 술정리 171-1번지,황영균동물병원
24,폐업,055-533-4949,경상남도 창녕군 창녕읍 술정리 348-2번지 15통14반,창생동물병원
25,폐업,,경상남도 창녕군 이방면 거남리 397-1번지,이방가축병원&lt;산업동물출장진료전문병원&gt;
26,폐업,055-526-2140,경상남도 창녕군 남지읍 남지리 612-15번지 3통1반,우리가축병원
27,폐업,674-7194,경상남도 고성군 고성읍 서외리 1-6번지 한솔메르빌 상가 나동109호,백호종합동물병원
28,폐업,673-7194,경상남도 고성군 고성읍 서외리 1-6번지,경남수의 동물병원
29,폐업,674-6680,경상남도 고성군 고성읍 동외리 287-12번지,고성동물병원
30,폐업,674-8061,경상남도 고성군 고성읍 송학리 125-3번지,동양가축약품병원
31,폐업,,경상남도 함양군 수동면 화산리 1251-2,중앙동물병원
32,폐업,,경상남도 함양군 안의면 금천리 121-3번지,고려동물병원
33,폐업,,충청남도 예산군 예산읍 주교리 225-9번지,한일 동물병원
34,폐업,,충청남도 예산군 예산읍 예산리 581-2번지,협동 동물병원
35,폐업,338-1928,충청남도 예산군 고덕면 대천리 770-13번지,예당 동물병원
36,폐업,,충청남도 예산군 고덕면 대천리 770-13번지,예당동물병원
37,폐업,,충청남도 예산군 고덕면 대천리 770-13  번지,예당가축병원
38,폐업,,충청남도 예산군 고덕면 대천리 770-13  번지,예당가축병원
39,폐업,041-338-2928,충청남도 예산군 고덕면 대천리 770-13  번지,예당가축병원
40,폐업,,충청남도 예산군 예산읍 주교리 225-9   번지,한일동물병원
41,폐업,,충청남도 예산군 예산읍 주교리 279-5번지,대성인터내셔널동물병원
42,폐업,,충청남도 천안시 동남구 쌍용동 1951번지,맑은
43,폐업,555-7008,충청남도 천안시 동남구 병천면 병천리 209-2번지,아우내
44,폐업,,충청남도 천안시 서북구 성환읍 성환리 449-742 번지,용
45,폐업,,충청남도 천안시 동남구 쌍용동 198-1번지,늘푸른동물병원(신방점)
46,폐업,,충청남도 천안시 서북구 성환읍 성환리 432-4,한샘동물병원
47,폐업,,충청남도 천안시 동남구 쌍용동 2030번지,가람
48,폐업,,충청남도 천안시 동남구 신부동 85번지 대아@ 상가 102동 105호,대아
49,폐업,,충청남도 천안시 동남구 원성동 597-2번지,신대원
50,폐업,,충청남도 천안시 서북구 성환읍 성환리 449-118 번지,성환
51,폐업,578-4575,충청남도 천안시 동남구 신방동 784-9번지 홈플러스 1층,쿨펫 천안신방점
52,폐업,041-579-1072,충청남도 천안시 동남구 쌍용동 695번지,쌍용동물병원
53,폐업,558-7511,충청남도 천안시 서북구 성정동 1485번지 롯데마트 3층,아야야 동물병원
54,폐업,554-7860,충청남도 천안시 서북구 부대동 139-11 번지,대원동물병원
55,폐업,556-0275,충청남도 천안시 서북구 성정동 1123번지 탑존빌딩102호,도끄메리쫑 동물병원
56,폐업,554-7860,충청남도 천안시 서북구 부대동 139-11 번지,대원동물병원
57,폐업,,충청남도 예산군 예산읍 산성리 304-16번지,닥터차동물병원
58,폐업,,충청남도 예산군 고덕면 대천리 770-13번지,예당가축병원
59,폐업,070-8865-0194,충청남도 예산군 예산읍 산성리 682-1번지 샤인하우스 206호,푸른동물병원
60,폐업,041-338-7542,,LG동물병원
61,폐업,041-338-6555,충청남도 예산군 고덕면 대천리 778번지,한울산업동물병원
62,폐업,,충청남도 예산군 고덕면 대천리 778번지,한울산업동물병원
63,폐업,041-564-0075,충청남도 천안시 동남구 신부동 388-2번지 천광빌딩 나동 101호,열린동물병원
64,폐업,,충청남도 천안시 동남구 쌍용동 555-2번지 쌍용신성아파트,건국동물병원(산업동물에 대한 출장진료를 전문으로 함)
65,폐업,557-8275,충청남도 천안시 동남구 신부동 88-3번지,88동물의료원
66,폐업,041-557-8275,충청남도 천안시 동남구 신부동 88-3번지,88동물의료원천안아산동물병원
67,폐업,581-2842,충청남도 천안시 서북구 성환읍 성환리 449-68번지,송
68,폐업,,충청남도 천안시 동남구 영성동 118번지,천안
69,폐업,,충청남도 천안시 동남구 봉명동 368번지,서부종합
70,폐업,,충청남도 천안시 동남구 목천읍 운전리 368-17,S&amp;P Bio
71,폐업,558-1475,충청남도 천안시 서북구 성성동 366번지 108호,마일스톤 피그 클리닉
72,폐업,585-8164,충청남도 천안시 서북구 성환읍 매주리 322번지,천성벳동물병원
73,폐업,573-7575,충청남도 천안시 동남구 봉명동 39-21번지,정동물병원
74,폐업,564-6242,충청남도 천안시 동남구 병천면 병천리 191-1번지,전종한동물병원
75,폐업,553-9439,충청남도 천안시 동남구 원성동 518-13번지,신천안
76,폐업,541-7552,충청남도 천안시 서북구 불당동 1289번지 펜타포트 지하1층 이마트,쿨펫동물병원
77,폐업,,충청북도 제천시 영천동 500번지,PETRIA 애견종합동물병원
78,폐업,043-652-0075,충청북도 제천시 중앙로2가 69-9번지,제천종합동물병원
79,폐업,043-653-7533,충청북도 제천시 강제동 684번지 이마트 3층,펫프렌즈동물병원 제천
80,폐업,,충청북도 제천시 하소동 72-5   번지 (롯데마트 2층),쿨펫동물병원
81,폐업,,충청북도 음성군 금왕읍 무극리 244-3번지,무극동물병원
82,폐업,043-877-5770,충청북도 음성군 대소면 오류리 1-12번지,(주)팜스코 축산기술센타
83,폐업,883-1040,충청북도 음성군 금왕읍 무극리 249-5번지,본 동물병원
84,폐업,,충청북도 음성군 대소면 오류리 605-18번지 음성IC 타운 106호,청림한별동물병원
85,폐업,,충청북도 음성군 금왕읍 백야리 산 13번지,음성군 야생동물구조관리사업소
86,폐업,043-883-7633,충청북도 음성군 감곡면 원당리 191-3번지,한길동물병원 (출장진료전문병원)
87,폐업,438828975,충청북도 음성군 금왕읍 무극리 356-12번지,테오종합동물병원
88,폐업,043-882-8975,충청북도 음성군 금왕읍 무극리 356-12번지,테오동물병원
89,폐업,043-878-7118,충청북도 음성군 금왕읍 백야리 산 13번지,충북야생동물센터
90,폐업,043-647-2762,충청북도 제천시 화산동 193-14  번지,협신동물병원
91,폐업,043-643-3037,충청북도 제천시 명동 11-9번지,한일동물병원
92,폐업,043-644-9677,충청북도 제천시 청전동 700번지 54통2반,현대동물병원
93,폐업,043-644-5575,충청북도 제천시 청전동 13-8 번지,나라동물병원
94,폐업,043-645-7533,충청북도 제천시 중앙로2가 81-9   번지,화랑동물병원
95,폐업,,서울특별시 성북구 동소문동3가 32번지,베스트종합동물병원
96,폐업,941-7800,서울특별시 성북구 정릉동 1393-0   번지,북악동물병원
97,폐업,929-1212,서울특별시 성북구 종암동 68-1   번지,청솔동물병원
98,폐업,989-6763,서울특별시 성북구 길음동 525-175번지,펫케어동물병원
99,폐업,02-3152-8575,서울특별시 은평구 수색동 75번지 수색자이 1단지 107호,조은동물병원
100,폐업,02-307-7502,서울특별시 은평구 증산동 162-20번지 102호,아리동물병원
101,폐업,02-969-7582,서울특별시 은평구 응암동 194-25,스머프동물병원
102,폐업,,서울특별시 서초구 방배동 951-3번지 대진빌딩1층,화인종합동물병원
103,폐업,376-7001,서울특별시 은평구 증산동 168-2   번지,신동물병원
104,폐업,387-7582,서울특별시 은평구 대조동 231번지 삼성타운 101-122,유종합동물병원
105,폐업,382-7566,서울특별시 은평구 대조동 179-16번지,은평동물병원
106,폐업,546-9005,서울특별시 서초구 반포동 747-12  번지,닥터은동물병원
107,폐업,5867505,"서울특별시 서초구 서초동 1336번지 서초우성쇼핑센타120호,121호",우성메디펫동물병원
108,폐업,,서울특별시 서초구 잠원동 60-3번지 매일종합상가 223호,잠원동물병원
109,폐업,2608-5886,서울특별시 양천구 신월동 512-7번지,신월동물병원
110,폐업,692-7283,서울특별시 양천구 신월동 64-1   번지,강성동물병원
111,폐업,2647-1772,서울특별시 양천구 목동 783-2번지,하니동물병원
112,폐업,2644-0069,서울특별시 양천구 신정동 995-4   번지,상아동물병원
113,폐업,,서울특별시 서초구 양재동 351-11 성원빌딩 1층,펫프렌즈동물병원양재
114,폐업,02-587-7582,서울특별시 서초구 서초동 1532-7번지 (지상1층),서울동물병원
115,폐업,2643-0283,서울특별시 양천구 목동 919-7번지 홈에버 목동점 1층,닥터펫 동물병원
116,폐업,2608-5886,서울특별시 양천구 신월동 512-7   번지,킴스동물병원
117,폐업,2651-1855,서울특별시 양천구 목동 506-7번지,대현동물병원
118,폐업,2604-0156-8,서울특별시 양천구 신정동 898-2번지,리베 동물의료센터
119,폐업,,서울특별시 양천구 목동 962번지 트라팰리스 1층,쿨펫이마트목동점
120,폐업,02-2237-1975,,동물병원소풍
121,폐업,02-467-0975,서울특별시 성동구 성수동2가 333-16번지 이마트성수점,로얄벳성수점동물병원
122,폐업,2298-7975,서울특별시 성동구 응봉동 228-17  번지,내친구동물병원
123,폐업,02-467-0975,서울특별시 성동구 성수동2가 333-16  번지 이마트 성수점 3층,아이러브 팻 동물병원
124,폐업,2233-1848,서울특별시 성동구 금호동2가 433번지,강아지나라동물병원
125,폐업,,서울특별시 성동구 금호동1가 172번지 외4필지,늘푸른동물병원
126,폐업,583-7545,서울특별시 서초구 서초동 1510-2번지,엔터펫 종합동물병원
127,폐업,,서울특별시 성동구 행당동 140번지 레몬프라자  116호,독스동물병원
128,폐업,467-5656,서울특별시 성동구 성수동2가 300-69  번지,성동동물종합병원
129,폐업,02-2647-7501,서울특별시 양천구 목동 907번지 현대월드상가 101-1,행복동물병원
130,폐업,02-2643-0283,서울특별시 양천구 목동 919-7번지 2층,닥터펫동물병원
131,폐업,2642-7588,서울특별시 양천구 신정동 1007-10번지,우리들 동물메디컬 센터
132,폐업,2645-7582,서울특별시 양천구 목동 917-6번지 행복한세상백화점 지하2층,쿨펫동물병원
133,폐업,02-6338-7142,서울특별시 은평구 역촌동 14-22번지,역촌동물병원
134,폐업,02-535-0975,서울특별시 성동구 응봉동 100번지 308호,해치동물병원
135,폐업,02-2299-0858,서울특별시 성동구 금호동1가 514번지,강아지나라동물병원
136,폐업,02-2297-3337,서울특별시 성동구 금호동4가 1393번지,박종태종합동물병원
137,폐업,02-2291-8076,서울특별시 성동구 행당동 346번지,성동동물병원
138,폐업,02-408-0135,서울특별시 성동구 성수동2가 336-1   번지,퍼스트펫동물병원
139,폐업,02-2299-7582,서울특별시 성동구 옥수동 275-2번지 2층,생명사랑동물병원
140,폐업,2233-1848,서울특별시 성동구 금호동2가 433번지,강아지나라동물병원
141,폐업,02-463-9690,서울특별시 성동구 성수동1가 656-565,성수동물병원
142,폐업,,서울특별시 성동구 마장동 791-2   번지,한사랑동물병원
143,폐업,02-355-8575,서울특별시 은평구 역촌동 43-47번지,튼튼동물병원
144,폐업,540-4911,서울특별시 서초구 반포동 1141번지 원빌딩 2층,펫스테이션 클리닉센터
145,폐업,,서울특별시 서초구 반포동 733-14  번지,두코동물병원
146,폐업,537-0684,"서울특별시 서초구 반포동 112-3번지 카리스빌딩 1,2층",한국스템셀동물메디컬센터
147,폐업,2237-7533,서울특별시 중구 신당동 422-1번지 청화빌딩,차지우동물병원
148,폐업,2235-1533,서울특별시 중구 신당동 422-1   번지 청화빌딩 지하1층,행복한둥지동물병원
149,폐업,2208-7533,서울특별시 중랑구 중화동 207번지,로얄메디컬센터
150,폐업,,서울특별시 중랑구 망우동 490-7   번지,세진종합동물병원
151,폐업,3421-4242,서울특별시 중랑구 신내동 648-143 번지,비비펫동물병원
152,폐업,02-2299-8575,서울특별시 성동구 도선동 285-2번지 1층,SL동물병원
153,폐업,2643-8204,서울특별시 양천구 신정동 1052-3번지,바우동물병원
154,폐업,2642-7582,서울특별시 양천구 목동 905-22  번지 목동트윈빌딩(102호),황경택동물병원
155,폐업,02-2281-0049,서울특별시 성동구 금호동1가 1764-1번지,금호동물병원
156,폐업,02-355-8575,서울특별시 은평구 역촌동 43-47번지,튼튼동물병원
157,폐업,387-0075,서울특별시 은평구 대조동 187-38번지 (1층),패미원동물병원
158,폐업,359-4975,서울특별시 은평구 갈현동 495-22  번지,에이스동물병원
159,폐업,02-352-6328,서울특별시 은평구 응암동 96-19번지,해오름동물병원
160,폐업,354-5633,서울특별시 은평구 녹번동 117-88번지,예스플러스 동물병원
161,폐업,2238-6306,서울특별시 중구 신당동 370-58번지,문화동물병원
162,폐업,523-8275,서울특별시 서초구 서초동 1576-6번지 1층,24시열린동물병원
163,폐업,3445-5101,서울특별시 서초구 잠원동 38-15번지 1층,한국수의과학연구소부설동물병원
164,폐업,2651-1855,서울특별시 양천구 목동 506-7번지,대현동물병원
165,폐업,654-7345,서울특별시 양천구 목동 788-13  번지,애완동물병원
166,폐업,358-7566,서울특별시 은평구 대조동 179-16번지,은평동물병원(은평본원)
167,폐업,386-2075,서울특별시 은평구 불광동 309번지,연신내 동물병원
168,폐업,355-8575,서울특별시 은평구 역촌동 43-17번지,튼튼동물병원
169,폐업,307-7502,서울특별시 은평구 증산동 162-20  번지 상가 102호,멍이맘동물병원
170,폐업,386-2075,서울특별시 은평구 불광동 319-33번지 대흥빌라 101호,연신내동물병원
171,폐업,,서울특별시 양천구 목동 907-10번지 현대파리지앙 121호,목동동물병원
172,폐업,2652-5475,서울특별시 양천구 신정동 117-37번지,슈슈애견동물병원
173,폐업,2643-0283,서울특별시 양천구 목동 919-7번지 한국까르프 1층,닥터펫 동물병원
174,폐업,02-577-6125,서울특별시 서초구 양재동 215번지,이리온 for 몰리스
175,폐업,3474-1045,서울특별시 서초구 잠원동 60-3   번지,잠원동물병원
176,폐업,2644-8275,서울특별시 양천구 신정동 294-29번지,이솝동물병원
177,폐업,2645-7588,서울특별시 양천구 목동 908-31번지 목동프라자 105,가나동물병원
178,폐업,2644-8254,서울특별시 양천구 목동 752-1번지 극동상가 103,나우동물종합병원
179,폐업,02-2643-0283,서울특별시 양천구 목동 919-0007번지,닥터펫 동물병원
180,폐업,2643-0283,서울특별시 양천구 목동 919-7   번지 홈플러스 2층,닥터펫동물병원
181,폐업,2655-2258,서울특별시 양천구 목동 515-1번지,행복한 동물병원
182,폐업,2643-0283,서울특별시 양천구 목동 919-7   번지 한국까르푸 목동점 1층,덕터펫 동물병원
183,폐업,387-7582,서울특별시 은평구 대조동 231-0번지 101동 122호,사랑이가득한동물병원
184,폐업,385-8275,서울특별시 은평구 진관동 20-0번지 은평뉴타운상림마을 821동 101호,뉴타운동물병원
185,폐업,356-3375,서울특별시 은평구 응암동 90-1번지 이마트 8층,쿨펫동물병원 은평점
186,폐업,350-7272,서울특별시 은평구 대조동 240번지 NC백화점 8층,쿨펫 동물병원
187,폐업,2645-7611,서울특별시 양천구 신정동 323번지 세림프라자 106호,하나동물병원
188,폐업,2694-9550,서울특별시 양천구 신월동 116-14번지,다정종합동물병원
189,폐업,2690-5673,서울특별시 양천구 신월동 446-4번지,햇살동물병원
190,폐업,2643-8204,서울특별시 양천구 신정동 1052-3번지,바우동물병원
191,폐업,,서울특별시 양천구 목동 919-7   번지 한국까르프 1층,닥터펫 동물병원
192,폐업,,서울특별시 양천구 목동 919-7   번지 한국까르프 목동점 1층,닥터펫동물병원
193,폐업,,서울특별시 양천구 신정동 1267번지 뉴목동프라자 113호,하릅강아지 동물병원
194,폐업,3473-6943,서울특별시 서초구 서초동 1593-7번지 이오빌1505호,닥터캣연구원 동물병원
195,폐업,3444-7828,서울특별시 서초구 반포동 733-14번지 1층,두코동물병원
196,폐업,532-4777,서울특별시 서초구 반포동 1050번지 J동 15호,My Friends 동물병원
197,폐업,3447-1357,서울특별시 서초구 반포동 705-2번지 1층,STAR 동물종합병원
198,폐업,595-6224,서울특별시 서초구 방배동 3001-2번지 방배디오슈페리움1 B111호,야셀동물병원
199,폐업,577-6125,서울특별시 서초구 양재동 215번지 이마트 양재점 지하1층,이리온 for 몰리스
200,폐업,02-2299-4696,서울특별시 성동구 금호동1가 132-18 1층,신당햇살동물병원
201,폐업,,서울특별시 서초구 반포동 1050번지 J동 15호,(주)펫프렌즈 반포동물병원
202,폐업,587-7582,서울특별시 서초구 서초동 1532-7   번지 1층,서울동물병원
203,폐업,533-2929,서울특별시 서초구 방배동 864-32번지 1층,에덴동물병원
204,폐업,02-2645-7611,서울특별시 양천구 신정동 323번지 세림프라자 106호,하나동물병원
205,폐업,3474-7582,서울특별시 서초구 서초동 1605-5   번지,넥스펫동물병원
206,폐업,543-1945,서울특별시 서초구 서초동 1315번지 진흥상가 102호,해치동물병원
207,폐업,,서울특별시 서초구 반포동 738-2   번지,21세기동물병원
208,폐업,303-0604,서울특별시 서대문구 홍은동 409-10  번지,예일동물병원
209,폐업,373-1020,서울특별시 서대문구 남가좌동 268-28  번지,모래내동물병원
210,폐업,736-5834,서울특별시 서대문구 홍제동 90-67  번지,러브펫 동물병원
211,폐업,362-4836,서울특별시 서대문구 북아현동 1006번지 경남아파트상가 110호,세란동물병원
212,폐업,373-1020,서울특별시 서대문구 남가좌동 268-28  번지,모래내동물병원
213,폐업,3473-7582,서울특별시 서초구 서초동 1648-17번지 1층,우리들의동물병원
214,폐업,2604-0156,"서울특별시 양천구 신정동 898-2번지 1,2층",홍익동물병원
215,폐업,02-3474-7582,서울특별시 서초구 서초동 1605-5번지 서광빌딩 101호,다스림 양한방 동물병원
216,폐업,3478-1045,서울특별시 서초구 잠원동 60-3번지 매일상가 223호,잠원동물병원
217,폐업,02-532-4777,서울특별시 서초구 반포동 1048번지 외 3필지 J동 15호,반포동물병원
218,폐업,2200-1510,서울특별시 성동구 행당동 168-1번지 비트플렛스 2층(A-07호),쿨펫동물병원
219,폐업,355-8575,서울특별시 은평구 역촌동 43-47번지,튼튼동물병원
220,폐업,376-7584,서울특별시 은평구 신사동 24-59  번지,허브종합동물병원
221,폐업,384-7775,서울특별시 은평구 대조동 188-1   번지,드림펫동물병원
222,폐업,307-7502,서울특별시 은평구 증산동 162-20번지,이강신동물병원
223,폐업,2601-8275,서울특별시 양천구 신월동 502-5번지,애니케어동물병원
224,폐업,2648-7997,서울특별시 양천구 목동 405-280번지,메디펫종합 동물병원
225,폐업,2645-7611,서울특별시 양천구 신정동 323번지 세림프라자 106호,하나 동물병원
226,폐업,2642-5994,서울특별시 양천구 신정동 88-27번지,이지동물병원
227,폐업,02-537-7412,서울특별시 서초구 반포동 1-8번지 경남쇼핑센터,신세계동물병원
228,폐업,02-355-8575,서울특별시 은평구 역촌동 43-47번지 1층,튼튼동물병원
229,폐업,02-355-8575,서울특별시 은평구 역촌동 43-47번지 1층,튼튼동물병원
230,폐업,382-7511,서울특별시 은평구 진관동 5번지 629동 116호,한빛동물병원
231,폐업,02-2282-3653,서울특별시 성동구 금호동4가 131번지,펫 365 동물병원
232,폐업,070-8868-7585,서울특별시 중구 황학동 2545번지 롯데캐슬베네치아,웰니스 클리닉(청계천점)
233,폐업,583-7582,서울특별시 서초구 양재동 14-12번지 구민빌딩 2층,(주)아크리스동물병원
234,폐업,593-8238,서울특별시 서초구 방배동 796-1번지,이성환동물병원
235,폐업,579-1932,서울특별시 서초구 양재동 20-33번지,이강남동물병원
236,폐업,350-7272,서울특별시 은평구 대조동 240번지 2001아울렛 7층,쿨펫동물병원
237,폐업,354-5633,서울특별시 은평구 녹번동 117-88번지,예스동물병원
238,폐업,356-3375,서울특별시 은평구 응암동 90-1   번지 이마트 8층,펫프렌즈동물병원 은평
239,폐업,356-9725,서울특별시 은평구 진관동 81-0번지 은평뉴타운 우물골 252-B101,구파발동물병원
240,폐업,02-575-0750,서울특별시 서초구 우면동 725 네이처프라자 203호,햇살아래 동물병원
241,폐업,02-583-7545,서울특별시 서초구 서초동 1536-1번지 지상1층,엔터펫동물병원
242,폐업,3442-1613,서울특별시 서초구 반포동 738-2번지 지상1층,21세기동물병원
243,폐업,596-1175,서울특별시 서초구 서초동 1690-2번지 지상1층,예스동물병원
244,폐업,492-0077,서울특별시 중랑구 신내동 537-3 103호,왈츠동물병원
245,폐업,3477-7578,서울특별시 서초구 반포동 19-3   번지 BPC 101-4,쿨펫동물병원
246,폐업,595-8875,서울특별시 서초구 방배동 758-2번지 삼호상가 109호,한나동물병원
247,폐업,02-2299-4696,서울특별시 성동구 금호동1가 132-18번지,신당햇살동물병원
248,폐업,02-467-5656,서울특별시 성동구 성수동2가 300-69번지,성동동물종합병원
249,폐업,592-3012,서울특별시 서초구 방배동 758-2번지 삼호상가 109호,삼호동물병원
250,폐업,,서울특별시 서초구 반포동 738-2번지 지상1층,21세기동물병원
251,폐업,02-467-5656,서울특별시 성동구 성수동2가 300-69번지,성동제일동물병원
252,폐업,2604-0156,서울특별시 양천구 신정동 898-2번지,리베동물의료센터
253,폐업,2201-7502,서울특별시 서초구 반포동 113-6번지,치료멍멍 동물의료센터
254,폐업,358-7582,서울특별시 은평구 대조동 223-13번지,연서동물병원
255,폐업,523-7582,서울특별시 서초구 서초동 1576-6번지 1층,열린동물병원
256,폐업,533-7582,서울특별시 서초구 반포동 938번지 외 3필지  M동 6호,주아동물병원
257,폐업,594-2631,서울특별시 서초구 반포동 58-3번지 장성빌딩 1층,엔터펫동물병원
258,폐업,585-0087,서울특별시 서초구 서초동 1487-1   번지 1층,동원동물병원
259,폐업,,"서울특별시 서초구 반포동 20-51번지 반포자이주구중심상가 102,108호",반포자이동물병원
260,폐업,,서울특별시 서초구 반포동 96-4번지,에이스동물병원
261,폐업,585-0087,서울특별시 서초구 서초동 1487-1번지 문화빌딩 101호,한강동물병원서초점
262,폐업,581-2524,서울특별시 서초구 방배동 442-3번지 대광빌딩 1층.2층,포포즈동물의료센터
263,폐업,376-7584,서울특별시 은평구 신사동 24-59  번지 경보빌딩,허브종합동물병원
264,폐업,3477-7667,서울특별시 서초구 반포동 1165,반포한강동물병원
265,폐업,02-535-3119,서울특별시 서초구 방배동 796-1번지,헤이븐동물병원 방배서래점
266,폐업,448-1962,서울특별시 서초구 서초동 1532-7번지,아이비동물병원
267,폐업,02-6401-7582,서울특별시 서초구 방배동 1024-4번지 덕산빌딩 105호,여울동물병원
268,폐업,591-1181,서울특별시 서초구 반포동 93-2번지 1층 가호,마이펫동물병원
269,폐업,3486-0075,서울특별시 서초구 방배동 1031-7   번지 1층,노아동물병원
270,폐업,302-9998,서울특별시 은평구 신사동 335-7   번지,예종합동물
271,폐업,355-6105,서울특별시 은평구 응암동 111-15  번지,역촌동물병원
272,폐업,,서울특별시 양천구 목동 919-7   번지 한국까르푸 1층,닥터펫 동물병원
273,폐업,2647-8572,서울특별시 양천구 목동 923-15  번지 동문굿모닝탑 상가 106호,다솜동물병원
274,폐업,02-2643-0283,서울특별시 양천구 목동 919-7번지 한국까르푸 1층,Dr.Pet 동물병원
275,폐업,387-7582,서울특별시 은평구 대조동 231번지 삼성타운 101동 122호,사랑가득동물병원
276,폐업,383-7566,서울특별시 은평구 녹번동 141-61  번지,참조은동물병원
277,폐업,350-7272,서울특별시 은평구 대조동 240번지 2001 아울렛 7층,쿨펫동물병원
278,폐업,384-7775,서울특별시 은평구 대조동 187-14번지 2층,드림펫동물병원
279,폐업,593-8256,서울특별시 서초구 방배동 796-28번지,방배종합동물병원
280,폐업,577-3690,서울특별시 서초구 양재동 377-4   번지 1층,마리오동물병원
281,폐업,2654-7345,서울특별시 양천구 신정동 151-20번지,펫서비스동물병원
282,폐업,2604-0256,서울특별시 양천구 신정동 898-2번지,리베동물 의료센터
283,폐업,356-3375,서울특별시 은평구 응암동 90-1번지 이마트 8층,펫프렌즈동물병원 은평
284,폐업,02-6215-3439,서울특별시 중랑구 중화동 207번지,동물수술전문센터
285,폐업,2699-1222,"서울특별시 양천구 신정동 1267번지 목동뉴프라자 112,113호",푸른들동물병원
286,폐업,2694-9550,서울특별시 양천구 신월동 116-14번지,가스펠동물병원
287,폐업,2647-1772,"서울특별시 양천구 목동 783-2번지 1,2층",하니동물병원
288,폐업,2062-9725,서울특별시 양천구 목동 948번지 목동2차월드메르디앙 상가 지층 103호,아람동물병원
289,폐업,596-7975,서울특별시 서초구 잠원동 53번지 현대(아)상가 107호,스누피동물병원
290,폐업,584-5990,서울특별시 서초구 서초동 1431-6번지,바이오-벳
291,폐업,373-2066,서울특별시 서대문구 홍은동 409-10  번지,예일동물병원
292,폐업,373-7272,서울특별시 서대문구 홍은동 347번지,홍은동물병원
293,폐업,303-0604,서울특별시 서대문구 홍은동 409-10번지,예일동물병원
294,폐업,,서울특별시 서대문구 남가좌동 268-28  번지,모래내동물병원
295,폐업,396-5975,서울특별시 서대문구 홍제동 266-234번지,서대문아프리카동물병원
296,폐업,433-0787,서울특별시 중랑구 상봉동 137-16번지,중랑차동물병원
297,폐업,434-3700,서울특별시 중랑구 상봉동 118-8번지,동부제일동물병원
298,폐업,3421-4900,서울특별시 중랑구 신내동 648-143번지,비비펫동물병원
299,폐업,,서울특별시 중랑구 면목동 353-25  번지,제일동물병원
300,폐업,434-5403,서울특별시 중랑구 상봉동 137-1   번지,협동가축진료소
301,폐업,433-3387,서울특별시 중랑구 신내동 405-5번지 1층 B동,행복이있는동물병원
302,폐업,2208-7540,서울특별시 중랑구 면목동 166-44  번지,하나동물병원
303,폐업,389-3357,서울특별시 은평구 역촌동 59-26  번지,영규동물병원
304,폐업,379-0075,서울특별시 서대문구 홍은동 366-19번지 17통8반,윤선생동물병원
305,폐업,6282-5757,서울특별시 서초구 반포동 19-3번지 지상 1층,쿨펫동물병원
306,폐업,596-4566,서울특별시 서초구 잠원동 58-24번지 뉴타운,임갑미동물병원
307,폐업,,서울특별시 서초구 서초동 1648-9번지,강남서초동물병원
308,폐업,02-467-5656,서울특별시 성동구 성수동1가 249-1번지,제일동물병원
309,폐업,02-2291-8275,서울특별시 성동구 하왕십리동 966-54번지,무학동물병원
310,폐업,02-2293-4242,서울특별시 성동구 하왕십리동 903-7번지,영진동물병원
311,폐업,02-2297-7570,서울특별시 성동구 금호동4가 119번지,현대동물병원
312,폐업,2608-9090,서울특별시 양천구 신정동 1267번지 뉴목동프라자 113호,하릅강아지 동물병원
313,폐업,2642-8655,서울특별시 양천구 목동 808-5   번지 대원칸타빌 상가,비비펫 동물병원
314,폐업,376-7588,서울특별시 은평구 수색동 산 31-3   번지 진흥(아)상가1층,한마음동물병원
315,폐업,382-7844,서울특별시 은평구 응암동 17-1   번지,독도동물병원
